#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	superkingdom	phylum	class	order	family	genus	species
Verrucosispora maris AB-18-032	263358	PRJNA59863	59863	Actinobacteria	Actinobacteria	6.73227	70.8948	NC_015434.1	CP002638.1	NC_015409.1	CP002639.1	-	2	6069	6009	2011/04/13	2014/01/30	Complete	CSBL at Korea University	SAMN02603167	GCA_000204155.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Verrucosispora	Verrucosispora maris
Pseudomonas brassicacearum subsp. brassicacearum NFM421	994484	PRJEA63495	63495	Proteobacteria	Gammaproteobacteria	6.84325	60.8	NC_015379.1	CP002585.1	-	-	-	1	6176	6095	2011/04/01	2014/01/30	Complete	CEA/DSV/IBeB/SBVME/LEMIRE	SAMN02603052	GCA_000194805.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum
Bacteroides xylanisolvens XB1A	657309	PRJNA39177	39177	Bacteroidetes/Chlorobi group	Bacteroidetes	5.97615	42.1	NC_021017.1	FP929033.1	-	-	-	1	4464	4405	2010/03/25	2013/08/27	Complete	MetaHIT	-	GCA_000210075.1	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
Anaerolinea thermophila UNI-1	926569	PRJNA60099	60099	Chloroflexi	Anaerolineae	3.53238	53.8	NC_014960.1	AP012029.1	-	-	-	1	3235	3166	2011/01/25	2013/07/06	Complete	National Institute of Technology and Evaluation	-	GCA_000199675.1	REPR	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
Rickettsia philipii str. 364D	481009	PRJNA75027	75027	Proteobacteria	Alphaproteobacteria	1.28774	32.5	NC_016930.1	CP003308.1	-	-	-	1	1380	1344	2012/02/17	2013/10/17	Complete	Los Alamos National Laboratory	SAMN02603554	GCA_000283995.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia philipii
Anoxybacillus flavithermus WK1	491915	PRJNA28245	28245	Firmicutes	Bacilli	2.84675	41.8	NC_011567.1	CP000922.1	-	-	-	1	2954	2831	2008/11/13	2013/06/10	Complete	University of Hawaii at Manoa	SAMN02604185	GCA_000019045.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus
Candidatus Desulforudis audaxviator MP104C	477974	PRJNA21047	21047	Firmicutes	Clostridia	2.34948	60.8	NC_010424.1	CP000860.1	-	-	-	1	2295	2157	2008/03/06	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598442	GCA_000018425.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Candidatus Desulforudis	Candidatus Desulforudis audaxviator
Mesorhizobium opportunistum WSM2075	536019	PRJNA33861	33861	Proteobacteria	Alphaproteobacteria	6.88444	62.9	NC_015675.1	CP002279.1	-	-	-	1	6746	6508	2011/06/14	2013/07/17	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232036	GCA_000176035.2	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum
Singulisphaera acidiphila DSM 18658	886293	PRJNA52461	52461	Planctomycetes	Planctomycetia	9.75569	62.2672	NC_019892.1	CP003364.1	NC_019894.1,NC_019895.1,NC_019893.1	CP003366.1,CP003367.1,CP003365.1	-	4	7683	7251	2012/12/17	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232051	GCA_000242455.3	REPR	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera	Singulisphaera acidiphila
Gordonia bronchialis DSM 43247	526226	PRJNA29549	29549	Actinobacteria	Actinobacteria	5.29001	67.0692	NC_013441.1	CP001802.1	NC_013442.1	CP001803.1	-	2	4984	4696	2009/10/27	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002600	GCA_000024785.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia	Gordonia bronchialis
Leptospira borgpetersenii serovar Hardjo-bovis str. L550	355276	PRJNA16146	16146	Spirochaetes	Spirochaetia	3.93178	40.2	NC_008508.1,NC_008509.1	CP000348.1,CP000349.1	-	-	-	2	3273	2945	2006/10/13	2013/06/27	Complete	Monash University	SAMN02603615	GCA_000013945.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	Leptospira borgpetersenii
Flexistipes sinusarabici DSM 4947	717231	PRJNA45817	45817	Deferribacteres	Deferribacteres	2.52659	38.3	NC_015672.1	CP002858.1	-	-	-	1	2397	2261	2011/06/15	2013/07/17	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232022	GCA_000218625.1	REPR	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	Flexistipes sinusarabici
Cyanobacterium stanieri PCC 7202	292563	PRJNA39697	39697	Cyanobacteria	Oscillatoriophycideae	3.16338	38.7	NC_019778.1	CP003940.1	-	-	-	1	2941	2837	2012/12/07	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232010	GCA_000317655.1	REPR	Bacteria	Cyanobacteria	NA	Chroococcales	NA	Cyanobacterium	Cyanobacterium stanieri
Gramella forsetii KT0803	411154	PRJEA19061	19061	Bacteroidetes/Chlorobi group	Bacteroidetes	3.79847	36.6	NC_008571.1	CU207366.1	-	-	-	1	3637	3584	2006/11/06	2013/06/10	Complete	Max Planck Institute for Molecular Genetics	-	GCA_000060345.1	REPR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella forsetii
Sinorhizobium medicae WSM419	366394	PRJNA16304	16304	Proteobacteria	Alphaproteobacteria	6.81758	61.1627	NC_009636.1	CP000738.1	NC_009621.1,NC_009620.1,NC_009622.1	CP000740.1,CP000739.1,CP000741.1	-	4	6585	6213	2007/06/29	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598363	GCA_000017145.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae
Deinococcus geothermalis DSM 11300	319795	PRJNA13423	13423	Deinococcus-Thermus	Deinococci	3.24702	66.4409	NC_008025.1	CP000359.1	NC_009939.1,NC_008010.2	CP000856.1,CP000358.2	-	3	3142	3054	2006/05/04	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598303	GCA_000196275.1	REPR	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis
Aquifex aeolicus VF5	224324	PRJNA215	215	Aquificae	Aquificae	1.59079	43.3239	NC_000918.1	AE000657.1	NC_001880.1	AE000667.1	-	2	1605	1526	1997/07/25	2014/01/30	Complete	DIVERSA	SAMN02603207	GCA_000008625.1	REFR	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus
Mycoplasma synoviae 53	262723	PRJNA10676	10676	Tenericutes	Mollicutes	0.799476	28.5	NC_007294.1	AE017245.1	-	-	-	1	737	681	2005/08/05	2013/06/10	Complete	LNCC - Laboratorio Nacional de Computacao Cientifica	SAMN02603527	GCA_000008245.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma synoviae
Mycobacterium gilvum PYR-GCK	350054	PRJNA15760	15760	Actinobacteria	Actinobacteria	5.98283	67.7265	NC_009338.1	CP000656.1	NC_009340.1,NC_009339.1,NC_009341.1	CP000658.1,CP000657.1,CP000659.1	-	4	5669	5579	2007/04/13	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598346	GCA_000016365.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium gilvum
Geodermatophilus obscurus DSM 43160	526225	PRJNA29547	29547	Actinobacteria	Actinobacteria	5.3225	74	NC_013757.1	CP001867.1	-	-	-	1	5155	4810	2010/01/20	2013/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002612	GCA_000025345.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus
Gallibacterium anatis UMN179	1005058	PRJNA65483	65483	Proteobacteria	Gammaproteobacteria	2.69414	39.8896	NC_015460.1	CP002667.1	NC_015461.1	CP002668.1	-	2	2587	2500	2011/04/26	2013/07/06	Complete	University of Minnesota	SAMN02604222	GCA_000209675.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
Burkholderia ambifaria AMMD	339670	PRJNA13490	13490	Proteobacteria	Betaproteobacteria	7.52857	66.7904	NC_008392.1,NC_008391.1,NC_008390.1	CP000442.1,CP000441.1,CP000440.1	NC_008385.1	CP000443.1	-	4	6717	6610	2006/09/21	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598309	GCA_000203915.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria
Xanthomonas campestris pv. campestris str. ATCC 33913	190485	PRJNA296	296	Proteobacteria	Gammaproteobacteria	5.07619	65.1	NC_003902.1	AE008922.1	-	-	-	1	4240	4179	2001/11/28	2013/07/22	Complete	Sao Paulo state (Brazil) Consortium	SAMN02603845	GCA_000007145.1	REFR	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
Halobacteroides halobius DSM 5150	748449	PRJNA46811	46811	Firmicutes	Clostridia	2.64926	32.5	NC_019978.1	CP003359.1	-	-	-	1	2629	2468	2012/12/28	2013/07/22	Complete	JGI	SAMN02261360	GCA_000328625.1	REPR	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	Halobacteroides halobius
Streptococcus pasteurianus ATCC 43144	981540	PRJDA62519	62519	Firmicutes	Bacilli	2.10008	37.4	NC_015600.1	AP012054.1	-	-	-	1	2102	1869	2011/05/28	2013/07/06	Complete	Yang-Ming Genome Sequencing Center, National Yang-Ming University	-	GCA_000270165.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	456481	PRJNA20133	20133	Spirochaetes	Spirochaetia	3.95145	38.9018	NC_010602.1,NC_010843.1	CP000786.1,CP000787.1	NC_010844.1	CP000788.1	-	3	3774	3725	2008/02/13	2014/01/30	Complete	Institut Pasteur	SAMN02603347	GCA_000017685.1	-	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	Leptospira biflexa
Hyphomonas neptunium ATCC 15444	228405	PRJNA15721	15721	Proteobacteria	Alphaproteobacteria	3.70502	61.9	NC_008358.1	CP000158.1	-	-	-	1	3568	3505	2006/09/18	2013/06/10	Complete	TIGR	SAMN02604041	GCA_000013025.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas neptunium
Nitrosomonas eutropha C91	335283	PRJNA13913	13913	Proteobacteria	Betaproteobacteria	2.78182	48.5544	NC_008344.1	CP000450.1	NC_008341.1,NC_008342.1	CP000451.1,CP000452.1	-	3	2686	2551	2006/09/13	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598323	GCA_000014765.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas eutropha
Hydrogenobacter thermophilus TK-6	608538	PRJNA41547	41547	Aquificae	Aquificae	1.74293	44	NC_017161.1	CP002221.1	-	-	-	1	1948	1869	2010/10/15	2013/12/31	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00191234	GCA_000164905.1	-	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
Thermomicrobium roseum DSM 5159	309801	PRJNA32569	32569	Chloroflexi	Thermomicrobia	2.92074	64.2598	NC_011959.1	CP001275.1	NC_011961.1	CP001276.1	-	2	2904	2854	2009/01/22	2013/06/10	Complete	J Craig Venter Institute	SAMN02603430	GCA_000021685.1	REPR	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum
Bacillus subtilis PY79	1415167	PRJNA225627	225627	Firmicutes	Bacilli	4.03346	43.8	NC_022898.1	CP006881.1	-	-	-	1	4278	4138	2013/11/19	2013/12/24	Complete	University of Michigan	SAMN02641633	GCA_000497485.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
Erwinia tasmaniensis Et1/99	465817	PRJEA20585	20585	Proteobacteria	Gammaproteobacteria	4.06786	53.3601	NC_010694.1	CU468135.1	NC_010696.1,NC_010693.1,NC_010699.1,NC_010697.1,NC_010695.1	CU468130.1,CU468133.1,CU468132.1,CU468131.1,CU468128.1	-	6	3804	3622	2008/05/13	2013/06/07	Complete	Max Planck Institute for Molecular Genetics (MPIMG)	-	GCA_000026185.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia tasmaniensis
Listonella anguillarum M3	882944	PRJNA211964	211964	Proteobacteria	Gammaproteobacteria	4.11789	44.4479	NC_022223.1,NC_022224.1	CP006699.1,CP006700.1	NC_022225.1	CP006701.1	-	3	3882	3678	2013/08/30	2013/10/25	Complete	YSFRI	SAMN02604340	GCA_000462975.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
Lactobacillus gasseri ATCC 33323	324831	PRJNA84	84	Firmicutes	Bacilli	1.89436	35.3	NC_008530.1	CP000413.1	-	-	-	1	1898	1755	2006/10/13	2014/01/28	Complete	US DOE Joint Genome Institute (JGI), The Lactic Acid Bacteria Genome Consortium and Fidelity Systems Inc.	SAMN02598542	GCA_000014425.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri
Streptomyces albus J1074	457425	PRJNA180996	180996	Actinobacteria	Actinobacteria	6.84165	73.3	NC_020990.1	CP004370.1	-	-	-	1	5937	5832	2013/04/09	2014/01/30	Complete	HIPS/LNU	SAMN02603310	GCA_000359525.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus
Streptococcus infantarius subsp. infantarius CJ18	1069533	PRJNA70717	70717	Firmicutes	Bacilli	2.00825	37.5743	NC_016826.1	CP003295.1	NC_016837.1	CP003296.1	-	2	2085	1906	2012/02/06	2013/06/08	Complete	Laboratory of Food Biotechnology ETH Zurich, Switzerland	SAMN02603507	GCA_000246835.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius
Desulfovibrio salexigens DSM 2638	526222	PRJNA29541	29541	Proteobacteria	delta/epsilon subdivisions	4.28985	47.1	NC_012881.1	CP001649.1	-	-	-	1	3941	3807	2009/06/26	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00001870	GCA_000023445.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio salexigens
Corynebacterium resistens DSM 45100	662755	PRJNA39683	39683	Actinobacteria	Actinobacteria	2.60131	57.1	NC_015673.1	CP002857.1	-	-	-	1	2230	2171	2011/06/15	2014/01/30	Complete	Center for Biotechnology, Bielefeld University	SAMN02603065	GCA_000177535.2	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium resistens
Hahella chejuensis KCTC 2396	349521	PRJNA16064	16064	Proteobacteria	Gammaproteobacteria	7.21527	53.9	NC_007645.1	CP000155.1	-	-	-	1	6858	6773	2005/12/14	2013/06/10	Complete	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	SAMN02603483	GCA_000012985.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis
Eubacterium siraeum V10Sc8a	717961	PRJNA45919	45919	Firmicutes	Clostridia	2.83612	45.2	NC_021043.1	FP929059.1	-	-	-	1	2245	2202	2010/03/25	2013/08/28	Complete	metaHIT	-	GCA_000210635.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium siraeum
Serratia marcescens subsp. marcescens Db11	273526	PRJEB4201	230300	Proteobacteria	Gammaproteobacteria	5.1138	59.5	-	HG326223.1	-	-	-	1	4831	4709	2013/11/26	2013/11/26	Complete	WTSI	-	GCA_000513215.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia marcescens
Ruegeria pomeroyi DSS-3	246200	PRJNA281	281	Proteobacteria	Alphaproteobacteria	4.60105	64.0504	NC_003911.12	CP000031.2	NC_006569.1	CP000032.1	-	2	4370	4278	2002/05/16	2013/12/11	Complete	TIGR	SAMN02604003	GCA_000011965.2	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria pomeroyi
Fervidobacterium pennivorans DSM 9078	771875	PRJNA60139	60139	Thermotogae	Thermotogae	2.16638	38.9	NC_017095.1	CP003260.1	-	-	-	1	2063	1947	2012/04/02	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232021	GCA_000235405.3	REPR	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Fervidobacterium	Fervidobacterium pennivorans
Paenibacillus polymyxa E681	349520	PRJNA16065	16065	Firmicutes	Bacilli	5.39488	45.8	NC_014483.1	CP000154.1	-	-	-	1	4933	4805	2010/09/03	2013/07/06	Complete	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	SAMN02603484	GCA_000146875.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa
Geobacter daltonii FRC-32	316067	PRJNA16263	16263	Proteobacteria	delta/epsilon subdivisions	4.3045	53.5	NC_011979.1	CP001390.1	-	-	-	1	3901	3798	2009/01/27	2013/12/24	Complete	US DOE Joint Genome Institute	SAMN00623045	GCA_000022265.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter daltonii
Bacillus toyonensis BCT-7112	1415784	PRJNA225857	225857	Firmicutes	Bacilli	5.02542	35.552	NC_022781.1	CP006863.1	NC_022782.1,NC_022783.1	CP006864.1,CP006865.1	-	3	5075	4942	2013/11/08	2013/12/24	Complete	RUBINUM, S.A.	SAMN02389599	GCA_000496285.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus toyonensis
Atopobium parvulum DSM 20469	521095	PRJNA29401	29401	Actinobacteria	Actinobacteria	1.54381	45.7	NC_013203.1	CP001721.1	-	-	-	1	1422	1353	2009/09/09	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00001907	GCA_000024225.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobium parvulum
Mycoplasma suis KI3806	708248	PRJNA43245	43245	Tenericutes	Mollicutes	0.70927	31.1	NC_015153.1	FQ790233.1	-	-	-	1	844	794	2011/02/17	2013/07/06	Complete	Institute of Veterinary Bacteriology	-	GCA_000203215.1	-	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma suis
Saccharothrix espanaensis DSM 44229	1179773	PRJEB28	183921	Actinobacteria	Actinobacteria	9.36065	72.2	NC_019673.1	HE804045.1	-	-	-	1	8497	8427	2012/10/02	2013/06/11	Complete	CeBiTec, Technology Platform Genomics	-	GCA_000328705.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis
Aggregatibacter actinomycetemcomitans ANH9381	754507	PRJNA47337	47337	Proteobacteria	Gammaproteobacteria	2.13681	44.4	NC_016513.1	CP003099.1	-	-	-	1	2142	2058	2011/12/23	2014/01/30	Complete	Bumgarner laboratory, Department of Microbiology, University of Washington	SAMN02603044	GCA_000241025.2	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter actinomycetemcomitans
Lactobacillus sanfranciscensis TMW 1.1304	714313	PRJNA43579	43579	Firmicutes	Bacilli	1.37577	34.8429	NC_015978.1	CP002461.1	NC_015979.1,NC_015980.1	CP002462.1,CP002463.1	-	3	1519	1284	2011/09/06	2013/06/08	Complete	Lehrstuhl fuer technische Mikrobiologie, Technische Universitaet Muenchen	SAMN02603515	GCA_000225325.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sanfranciscensis
Cellulophaga algicola DSM 14237	688270	PRJNA41529	41529	Bacteroidetes/Chlorobi group	Bacteroidetes	4.88835	33.8	NC_014934.1	CP002453.1	-	-	-	1	4344	4163	2011/01/18	2014/01/02	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00190054	GCA_000186265.1	REPR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola
Candidatus Riesia pediculicola USDA	515618	PRJNA29065	29065	Proteobacteria	Gammaproteobacteria	0.582127	28.589	NC_014109.1	CP001085.1	NC_013962.1	CP001086.1	-	2	598	556	2010/03/16	2013/06/08	Complete	J. Craig Venter Institute	SAMN02603451	GCA_000093065.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Riesia	Candidatus Riesia pediculicola
Candidatus Pelagibacter ubique HTCC1062	335992	PRJNA13989	13989	Proteobacteria	Alphaproteobacteria	1.30876	29.7	NC_007205.1	CP000084.1	-	-	-	1	1389	1354	2005/07/22	2013/06/10	Complete	Oregon State University	SAMN02603690	GCA_000012345.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
Polynucleobacter necessarius subsp. necessarius STIR1	452638	PRJNA19991	19991	Proteobacteria	Betaproteobacteria	1.56047	45.6	NC_010531.1	CP001010.1	-	-	-	1	1783	1508	2008/03/28	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598428	GCA_000019745.1	-	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter necessarius
Gardnerella vaginalis HMP9231	1009464	PRJNA51067	51067	Actinobacteria	Actinobacteria	1.72652	41.2	NC_017456.1	CP002725.1	-	-	-	1	1397	1317	2011/05/18	2013/12/11	Complete	J. Craig Venter Institute	SAMN00100736	GCA_000213955.1	-	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
Bacillus pumilus SAFR-032	315750	PRJNA20391	20391	Firmicutes	Bacilli	3.70446	41.3	NC_009848.1	CP000813.1	-	-	-	1	3822	3679	2007/09/26	2013/12/11	Complete	Baylor College of Medicine	SAMN00253833	GCA_000017885.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
Shewanella putrefaciens 200	399804	PRJNA13392	13392	Proteobacteria	Gammaproteobacteria	4.84025	44.5	NC_017566.1	CP002457.1	-	-	-	1	4445	4176	2011/01/18	2013/08/27	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00632276	GCA_000169215.2	-	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella putrefaciens
Alkalilimnicola ehrlichii MLHE-1	187272	PRJNA15763	15763	Proteobacteria	Gammaproteobacteria	3.27594	67.5	NC_008340.1	CP000453.1	-	-	-	1	2940	2865	2006/09/12	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598349	GCA_000014785.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Alkalilimnicola ehrlichii
Paenibacillus terrae HPL-003	985665	PRJNA67295	67295	Firmicutes	Bacilli	6.0834	46.8	NC_016641.1	CP003107.1	-	-	-	1	5642	5525	2011/11/16	2013/06/11	Complete	Macrogen Inc.	SAMN02603583	GCA_000235585.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus terrae
Rickettsia australis str. Cutlack	1105110	PRJNA75037	75037	Proteobacteria	Alphaproteobacteria	1.32328	32.3282	NC_017058.1	CP003338.1	NC_017041.1	CP003339.1	-	2	1297	1261	2012/03/01	2013/10/17	Complete	Los Alamos National Laboratory	SAMN02603558	GCA_000284155.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia australis
Nitrosococcus watsonii C-113	105559	PRJNA40331	40331	Proteobacteria	Gammaproteobacteria	3.37329	50.1211	NC_014315.1	CP002086.1	NC_014317.1,NC_014316.1	CP002088.1,CP002087.1	-	3	3245	2907	2010/06/25	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598531	GCA_000143085.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus watsonii
Caulobacter crescentus NA1000	565050	PRJNA32027	32027	Proteobacteria	Alphaproteobacteria	4.04293	67.2	NC_011916.1	CP001340.1	-	-	-	1	4084	3885	2009/01/16	2014/03/14	Complete	University of Chicago	-	GCA_000022005.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
Sulfurospirillum barnesii SES-3	760154	PRJNA63451	63451	Proteobacteria	delta/epsilon subdivisions	2.51011	38.8	NC_018002.1	CP003333.1	-	-	-	1	2565	2491	2012/06/07	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232056	GCA_000265295.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii
Meiothermus silvanus DSM 9946	526227	PRJNA29551	29551	Deinococcus-Thermus	Deinococci	3.72167	62.7494	NC_014212.1	CP002042.1	NC_014214.1,NC_014213.1	CP002044.1,CP002043.1	-	3	3720	3505	2010/05/26	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598469	GCA_000092125.1	REPR	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus silvanus
