genome	scaffold	read	read_GC	read_buoyant_density	read_start	read_length	fragment_GC	fragment_buoyant_density	fragment_start	fragment_length
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__222/1	42.8	1.701944	1998093	250	43.3845061673618	1.70251681604401	1970351	45076
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__24/1	45.2	1.704296	3314627	250	46.5034211518776	1.70557335272884	3291772	37122
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__269/2	44.8	1.703904	3689215	250	45.3741999015263	1.7044667159035	3686632	40620
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__283/2	48	1.70704	215148	250	42.2666199322351	1.70142128753359	204427	42795
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__327/1	50.8	1.709784	2582709	250	44.6938041342668	1.70379992805158	2581829	36137
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__364/2	42.8	1.701944	1394950	250	42.0755928736234	1.70123408101615	1391066	42041
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__378/1	49.6	1.708608	2362908	250	45.4704697398768	1.70456106034508	2349265	34253
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__38/2	43.6	1.702728	75645	250	42.6208447085274	1.70176842781436	39396	37362
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__412/2	54.4	1.713312	925948	250	44.5014219495264	1.70361139351054	916935	44657
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__446/1	33.6	1.692928	2015634	250	42.7350032350495	1.70188030317035	1976907	43276
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__51/1	38.8	1.698024	988629	250	44.1720198107194	1.70328857941451	980302	40786
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__539/2	35.2	1.694496	2784159	250	44.3172569508257	1.70343091181181	2778828	38089
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__572/1	50.4	1.709392	756520	250	48.6511902842711	1.70767816647859	735713	37218
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__621/2	47.2	1.706256	3055350	250	45.1101080563534	1.70420790589523	3040548	43866
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__67/2	44	1.70312	2747727	250	44.8237572627502	1.7039272821175	2741007	38725
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__688/1	45.6	1.704688	2718177	250	46.2367477881651	1.7053120128324	2712836	39899
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__694/2	46	1.70508	1948991	250	45.5035530507229	1.70459348198971	1947429	48972
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__723/1	43.6	1.702728	1965211	250	44.9036063978593	1.7040055342699	1956863	32886
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__755/2	48.8	1.707824	1292177	250	45.2079724603679	1.70430381301116	1274609	45607
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__781/1	39.6	1.698808	3212377	250	44.5243258532906	1.70363383933622	3170562	42424
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__801/2	35.6	1.694888	3746936	250	44.7582194412427	1.70386305505242	3712500	36438
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__85/2	53.6	1.712528	3964404	250	44.7496847069145	1.70385469101278	3945881	36474
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__908/2	45.6	1.704688	1191545	250	43.4110845295056	1.70254286283892	1174504	40128
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__914/1	52.8	1.711744	3914952	250	42.7826207919874	1.70192696837615	3892122	43132
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__957/2	43.6	1.702728	2141874	250	42.657122057753	1.7018039796166	2113667	41210
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__961/1	46	1.70508	2958141	250	45.9866055227475	1.70506687341229	2947208	30311
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__14/1	47.6	1.706648	2228259	250	42.7141427141427	1.70185985985986	2216646	41958
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__177/1	43.2	1.702336	3558982	250	43.4460089725936	1.70257708879314	3534778	45026
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__181/2	54	1.71292	428701	250	44.9733329994742	1.70407386633948	398442	39937
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__211/2	41.2	1.700376	3728411	250	45.3195164075993	1.70441312607945	3721802	31845
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__252/1	55.6	1.714488	3908681	250	40.8273208273208	1.70001077441077	3907357	31185
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__332/2	34.4	1.693712	715900	250	43.9391122472693	1.70306033000232	701190	43030
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__347/2	45.2	1.704296	1805171	250	45.300179107255	1.70439417552511	1795204	42991
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__371/1	48.8	1.707824	1174549	250	43.906866423022	1.70302872909456	1166061	41317
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__393/1	52	1.71096	3556520	250	43.4702068539673	1.70260080271689	3535749	45346
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__40/2	35.6	1.694888	3382581	250	41.6650835866261	1.70083178191489	3351958	42112
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__404/2	42	1.70116	1833131	250	44.6930033317468	1.70379914326511	1803814	42020
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__493/2	48.8	1.707824	1628108	250	44.7567685351637	1.70386163316446	1613604	36714
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__502/1	48	1.70704	3497523	250	42.4287076363006	1.70158013348357	3481394	46148
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__541/2	44.4	1.703512	353939	250	45.4003534095506	1.70449234634136	316937	46971
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__58/1	40.8	1.699984	2768815	250	44.5982475764355	1.70370628262491	2743557	42912
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__615/2	34.4	1.693712	1864892	250	40.3508771929825	1.69954385964912	1827627	41496
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__659/2	39.2	1.698416	1579689	250	44.1985532076908	1.70331458214354	1560743	42024
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__663/1	34	1.69332	2852245	250	45.4195603131773	1.70451116910691	2839063	45214
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__681/1	42	1.70116	70110	250	43.3267003907842	1.70246016638297	46331	41711
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__736/2	52.8	1.711744	3774781	250	46.7839519416434	1.70584827290281	3759136	46610
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__766/1	44.4	1.703512	848832	250	45.8780333887901	1.70496047272101	830578	34862
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__788/1	41.6	1.700768	3891976	250	45.498184944593	1.7045882212457	3874843	41872
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__790/2	59.2	1.718016	1060933	250	44.8852560694666	1.70398755094808	1060470	45144
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__835/2	42	1.70116	3306947	250	45.1400599587783	1.7042372587596	3266515	42696
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__843/1	44.4	1.703512	3619989	250	46.0452636490901	1.70512435837611	3617601	42860
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__879/2	38.8	1.698024	3206832	250	44.5424899290236	1.70365164013044	3201198	36491
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__897/2	45.6	1.704688	1834899	250	43.4698958804889	1.70260049796288	1814980	44180
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__924/1	48.8	1.707824	2956923	250	46.1551170694864	1.7052320147281	2930915	42368
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__968/1	48.8	1.707824	1355372	250	43.7977323080933	1.70292177766193	1349208	38365
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__970/2	43.6	1.702728	3814860	250	45.5276857548509	1.70461713203975	3780616	40147
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__986/1	45.2	1.704296	305644	250	45.3593184525817	1.70445213208353	269068	44487
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__14/2	48.8	1.707824	2228400	250	42.5399806154592	1.70168918100315	2220983	33016
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__177/2	43.6	1.702728	3559167	250	43.3589488739667	1.70249176989649	3537646	41251
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__181/1	48	1.70704	428467	250	45.585489463857	1.70467377967458	412437	44988
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__211/1	41.2	1.700376	3728462	250	45.2410586384238	1.70433623746566	3688906	42583
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__252/2	55.2	1.714096	3908668	250	45.0227216205828	1.70412226718817	3867990	44231
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__332/1	35.2	1.694496	716042	250	44.3126534772738	1.70342640040773	704713	43166
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__347/1	44	1.70312	1805225	250	45.937688173242	1.70501893440978	1787047	44839
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__371/2	46	1.70508	1174651	250	43.8591899496172	1.70298200615063	1171747	45849
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__393/2	48.4	1.707432	3556614	250	44.6901083288936	1.70379630616232	3555768	45048
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__40/1	32.4	1.691752	3382246	250	41.0516634423266	1.70023063017348	3361184	31531
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__404/1	42.4	1.701552	1833089	250	43.7117066554417	1.70283747252233	1813909	42762
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__493/1	51.2	1.710176	1628031	250	44.0959752321981	1.70321405572755	1627230	32300
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__502/2	42.8	1.701944	3497942	250	41.6682444514568	1.70083487956243	3472975	47535
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__541/1	43.2	1.702336	354314	250	46.5079638610571	1.70557780458384	341127	40621
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__58/2	46	1.70508	2769052	250	45.4454606678108	1.70453655145445	2729974	46031
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__615/1	38.4	1.697632	1864747	250	39.7674006131705	1.69897205260091	1831113	39467
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__659/1	40	1.6992	1579613	250	44.2748911933803	1.70338939336951	1566516	37222
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__663/2	34.4	1.693712	2852215	250	44.5230493603142	1.70363258837311	2812270	43537
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__681/2	41.6	1.700768	70250	250	45.0303901540945	1.70412978235101	57257	39651
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__736/1	47.2	1.706256	3774842	250	46.1488770698305	1.70522589952843	3769628	46441
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__766/2	48	1.70704	848777	250	45.8613176396595	1.70494409128687	808068	44519
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__788/2	40.4	1.699592	3891649	250	45.3861729823546	1.70447844952271	3880227	41484
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__790/1	59.6	1.718408	1060899	250	44.1660020068439	1.70328268196671	1030840	38867
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__835/1	40.4	1.699592	3306899	250	46.3816261172984	1.70545399359495	3290996	41842
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__843/2	46	1.70508	3620062	250	46.100506222316	1.70517849609787	3617399	37928
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__879/1	37.2	1.696456	3206720	250	44.560039423972	1.70366883863549	3182670	36526
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__897/1	42	1.70116	1834734	250	44.3311004252717	1.70344447841677	1814144	35977
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__924/2	49.6	1.708608	2957085	250	46.2780386019823	1.70535247782994	2933323	38340
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__968/2	47.6	1.706648	1355448	250	43.6407944437675	1.70276797855489	1348789	41035
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__970/1	45.2	1.704296	3815068	250	43.8491452871891	1.70297216238145	3801775	35743
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__986/2	41.6	1.700768	305606	250	44.7000329469554	1.70380603228802	281603	33387
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__113/1	34.8	1.694104	2494828	250	42.3137492428831	1.70146747425803	2466606	41275
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__125/2	42.8	1.701944	3163481	250	45.7861076129096	1.70487038546065	3127879	40497
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__166/1	37.6	1.696848	990971	250	43.6549579750279	1.70278185881553	952579	41166
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__222/2	38.8	1.698024	1997951	250	43.0003783579266	1.70214037079077	1979358	31716
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__24/2	53.2	1.712136	3314371	250	46.4157473502055	1.7054874324032	3278247	46230
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__269/1	50.8	1.709784	3689616	250	45.7640047675805	1.70484872467223	3668262	41950
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__283/1	44	1.70312	214926	250	42.1088213353226	1.70126664490862	189034	42896
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__327/2	44.4	1.703512	2582434	250	43.8988959907031	1.70302091807089	2576863	34420
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__364/1	41.2	1.700376	1394913	250	42.8841239862238	1.7020264415065	1380633	27003
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__378/2	47.2	1.706256	2363055	250	45.0492909028018	1.70414830508475	2325049	46256
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__38/1	36.8	1.696064	75429	250	42.7767820212326	1.70192124638081	41419	36265
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__412/1	54	1.71292	926293	250	44.7583947583948	1.70386322686323	914625	41514
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__446/2	34	1.69332	2015646	250	37.7026374811913	1.69694858473157	2012749	35223
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__51/2	39.6	1.698808	988775	250	43.7034963730087	1.70282942644555	953156	42873
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__539/1	39.2	1.698416	2784423	250	44.2376592356688	1.70335290605096	2772152	40192
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__572/2	44.4	1.703512	756777	250	47.4609783898207	1.70651175882202	723018	42989
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__621/1	45.2	1.704296	3055304	250	46.2894988828599	1.7053637089052	3048912	37596
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__67/1	47.6	1.706648	2747852	250	45.9339114131708	1.70501523318491	2702423	46937
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__688/2	46.4	1.705472	2717828	250	45.7953710097792	1.70487946358958	2711104	44891
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__694/1	45.6	1.704688	1949185	250	45.9081139172488	1.7049899516389	1933755	37220
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__723/2	43.2	1.702336	1964974	250	46.1288730748253	1.70520629561333	1943804	38503
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__755/1	48.4	1.707432	1292194	250	44.8268852903313	1.70393034758452	1287820	29518
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__781/2	34	1.69332	3212698	250	44.9939807383628	1.7040941011236	3206928	39872
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__801/1	34.4	1.693712	3746949	250	46.2617532735445	1.70533651820807	3736607	46051
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__85/1	47.6	1.706648	3964602	250	44.1522352888869	1.70326919058311	3944089	44983
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__908/1	40.8	1.699984	1191386	250	43.0404341563097	1.70217962547318	1176312	29851
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__914/2	51.6	1.710568	3915277	250	45.4636774576503	1.7045544039085	3874087	43802
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__957/1	40.8	1.699984	2141747	250	42.5993569413154	1.70174736980249	2112567	45719
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__961/2	45.6	1.704688	2958160	250	44.9933666055973	1.70409349927349	2917380	47487
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__121/1	35.6	1.694888	3117055	250	44.5322652804704	1.70364161997486	3085328	46939
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__140/2	49.2	1.708216	3776813	250	46.1977146006911	1.70527376030868	3741029	47169
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__19/1	54	1.71292	3284554	250	45.2432445278893	1.70433837963733	3255974	42077
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__197/2	42.4	1.701552	3179537	250	44.8039371328782	1.70390785839022	3171599	31495
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__20/1	44.4	1.703512	1011518	250	44.0477665188415	1.70316681118846	983964	40363
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__207/2	43.6	1.702728	1969140	250	45.8101199073756	1.70489391750923	1941762	43617
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__226/1	53.2	1.712136	305069	250	44.8063306955435	1.70391020408163	287515	48020
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__272/2	34	1.69332	568600	250	40.5143073238371	1.69970402117736	551082	47598
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__323/1	39.2	1.698416	3655314	250	45.7272160520908	1.70481267173105	3630753	43309
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__355/2	40	1.6992	584711	250	42.8650366072662	1.70200773587512	579374	43434
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__434/2	42.8	1.701944	1150358	250	44.7982581479213	1.70390229298496	1149636	44091
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__442/1	43.6	1.702728	3988402	250	43.6650715254498	1.70279177009494	3960901	39077
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__489/2	45.2	1.704296	2083103	250	40.1108258559772	1.69930860933886	2048817	39341
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__5/2	47.2	1.706256	795543	250	45.6054467702003	1.7046933378348	792501	35544
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__522/2	46.4	1.705472	1516469	250	42.5028912018504	1.70165283337781	1472212	44964
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__55/1	40.4	1.699592	3268861	250	45.3970331588133	1.70448909249564	3252382	41256
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__557/2	40.8	1.699984	1907832	250	39.9104394066611	1.69911223061853	1879690	46449
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__576/1	41.6	1.700768	1874629	250	37.4398996585604	1.69669110166539	1850865	43053
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__580/2	45.2	1.704296	1528842	250	43.6711647543319	1.70279774145925	1527550	38609
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__603/2	43.6	1.702728	116298	250	45.2549234886434	1.70434982501887	84535	43719
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__727/1	50.4	1.709392	3262552	250	44.5763339349345	1.70368480725624	3236561	43218
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__746/2	45.2	1.704296	418197	250	47.4453893231256	1.70649648153666	376431	43627
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__78/2	41.6	1.700768	2974517	250	43.3862199045823	1.70251849550649	2968788	45065
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__785/1	50.8	1.709784	3915371	250	41.9159527114344	1.70107763365721	3907131	41786
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__823/2	44.4	1.703512	1163853	250	46.390350877193	1.70546254385965	1131979	45600
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__885/2	50.4	1.709392	900425	250	45.2232678291355	1.70431880247255	875039	43356
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__910/1	43.6	1.702728	3007801	250	44.245332363041	1.70336042571578	2964382	43973
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__929/1	46.8	1.705864	1997705	250	41.3822727175104	1.70055462726316	1983243	46561
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__931/2	51.6	1.710568	842924	250	45.7914515291314	1.70487562249855	828790	32731
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__948/2	42	1.70116	3918458	250	41.9285645425624	1.70108999325171	3906385	41492
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__96/2	48.4	1.707432	3410430	250	42.6286431147651	1.70177607025247	3409914	44639
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__965/1	48.8	1.707824	744750	250	45.5524842299242	1.70464143454533	714981	42327
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__102/1	45.6	1.704688	1413045	250	41.6036068693643	1.70077153473198	1412913	44138
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__116/2	44.4	1.703512	1450406	250	42.5128159007105	1.7016625595827	1444664	44476
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__163/2	54.4	1.713312	629022	250	44.8394926669174	1.70394270281358	619911	29251
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__199/1	54.8	1.713704	3291235	250	45.397767751128	1.70448981239611	3259843	42110
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__209/1	44.4	1.703512	2824414	250	44.2534990255878	1.70336842904508	2795715	39511
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__230/1	52	1.71096	3852028	250	42.2926482353987	1.70144679527069	3813540	44996
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__286/2	53.2	1.712136	3859462	250	43.4449040992854	1.7025760060173	3828439	39885
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__292/1	54	1.71292	3498376	250	40.4894585306956	1.69967966936008	3456207	43068
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__318/2	40.8	1.699984	1146578	250	46.3362660083972	1.70540954068823	1120425	47397
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__361/2	47.2	1.706256	2601484	250	42.8890227845841	1.70203124232889	2563476	44811
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__417/2	40.8	1.699984	2426510	250	42.1650098780144	1.70132170968045	2413203	31889
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__465/1	43.2	1.702336	3826444	250	42.1023488954946	1.70126030191758	3825057	34314
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__487/1	38.4	1.697632	1364428	250	43.4367988032909	1.70256806282723	1353718	37436
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__559/1	40	1.6992	1696451	250	42.6809174868838	1.70182729913715	1687962	46126
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__560/1	30.4	1.689792	3986936	250	43.1056383668179	1.70224352559948	3965749	38575
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__62/2	50.4	1.709392	349849	250	45.5947982148856	1.70468290225059	334937	41678
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__624/2	47.6	1.706648	2721100	250	45.9745259882387	1.70505503546847	2707796	37921
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__634/1	48	1.70704	1714636	250	42.4080237474139	1.70155986327247	1676787	44468
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__641/1	41.6	1.700768	3224837	250	44.958361207871	1.70405919398371	3197617	43349
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__691/2	44.4	1.703512	622670	250	44.1928346123064	1.70330897792006	611036	42482
